WKT,nummer
"POINT (122541.396830772 487072.372405803)",26900
"POINT (122538.525955141 487075.115686962)",26901
"POINT (122563.853457935 487069.69292188)",26902
"POINT (122561.173974012 487071.989622385)",26903
"POINT (122557.154748128 487075.243281434)",26904
"POINT (122553.007927771 487079.262507319)",26905
"POINT (122549.945660431 487081.559207824)",26906
"POINT (122546.564406909 487084.685272401)",26907
"POINT (122544.299605022 487086.694885343)",26908
"POINT (122541.492526627 487089.374369266)",26909
"POINT (122539.068231649 487091.798664243)",26910
"POINT (122536.32495049 487094.541945403)",26911
"POINT (122532.688508023 487097.412821034)",26912
"POINT (122525.989798216 487090.458922282)",26913
"POINT (122528.605484902 487100.602682847)",26914
"POINT (122517.05818514 487097.221429325)",26915
"POINT (122510.933650459 487091.479678062)",26916
"POINT (122524.075881128 487105.004692149)",26917
"POINT (122519.737669062 487108.577337379)",26918
"POINT (122503.533171053 487101.687235864)",26919
"POINT (122506.276452212 487103.920139133)",26920
"POINT (122515.208065288 487112.979346681)",26921
"POINT (122511.954406239 487116.360600203)",26922
"POINT (122502.002037383 487107.301392654)",26923
"POINT (122506.404046684 487121.01779845)",26924
"POINT (122503.596968289 487123.697282373)",26925
"POINT (122501.300267784 487125.228416043)",26926
"POINT (122498.429392152 487127.84410273)",26927
"POINT (122495.494719284 487130.268397707)",26928
"POINT (122492.815235361 487133.203070575)",26929
"POINT (122500.694194039 487140.061273473)",26930
"POINT (122504.458230979 487136.935208896)",26931
"POINT (122509.179226462 487132.469402358)",26932
"POINT (122512.050102093 487130.236499089)",26933
"POINT (122524.809549345 487148.737697604)",26934
"POINT (122527.680424977 487146.24960539)",26935
"POINT (122530.678895081 487144.144296594)",26936
"POINT (122524.362968691 487137.317992314)",26937
"POINT (122518.429825719 487124.494747826)",26938
"POINT (122521.683484768 487121.623872194)",26939
"POINT (122525.06473829 487118.880591035)",26940
"POINT (122527.808019449 487115.882120931)",26941
"POINT (122531.253070207 487113.075042536)",26942
"POINT (122543.055558915 487115.56313475)",26943
"POINT (122536.867226998 487108.22645258)",26944
"POINT (122539.419116448 487106.18494102)",26945
"POINT (122542.162397607 487103.824443278)",26946
"POINT (122545.543651129 487100.443189756)",26947
"POINT (122550.009457667 487096.998138999)",26948
"POINT (122553.454508425 487093.935871658)",26949
"POINT (122557.984112199 487101.782931718)",26950
"POINT (122565.320794369 487095.467005328)",26951
"POINT (122559.132462452 487088.768295521)",26952
"POINT (122562.449918738 487085.833622653)",26953
"POINT (122566.213955677 487082.835152549)",26954
"POINT (122572.785071011 487090.554618136)",26955
"POINT (122575.592149407 487093.872074422)",26956
"POINT (122578.463025038 487096.998138999)",26957
"POINT (122585.034140373 487091.830562862)",26958
"POINT (122581.908075796 487088.832092757)",26959
"POINT (122578.654416747 487085.578433708)",26960
"POINT (122570.296978797 487079.262507319)",26961
"POINT (122572.657476539 487076.902009577)",26962
"POINT (122575.783541116 487074.158728418)",26963
"POINT (122582.928831577 487080.538452044)",26964
"POINT (122580.82352278 487069.629124644)",26965
"POINT (122587.586029823 487077.53998194)",26966
"POINT (122591.094877818 487082.579963604)",26967
"POINT (122596.709034608 487094.318655076)",26968
"POINT (122586.820462988 487064.652940215)",26969
"POINT (122594.029550685 487070.586083187)",26970
"POINT (122597.410804207 487073.712147764)",26971
"POINT (122600.409274311 487076.455428923)",26972
"POINT (122603.471541652 487080.028074154)",26973
"POINT (122606.725200701 487082.898949785)",26974
"POINT (122609.532279096 487085.706028181)",26975
"POINT (122612.466951964 487088.385512104)",26976
"POINT (122615.337827596 487091.128793263)",26977
"POINT (122618.017311519 487094.446249548)",26978
"POINT (122621.717551222 487098.401678196)",26979
"POINT (122624.971210271 487101.782931718)",26980
"POINT (122629.181827864 487105.738360366)",26981
"POINT (122632.180297968 487108.73683047)",26982
"POINT (122635.0511736 487111.735300574)",26983
"POINT (122637.539265814 487114.606176206)",26984
"POINT (122708.035211879 487060.697511568)",26985
"POINT (122728.960705372 487031.095593944)",26986
"POINT (122734.638659399 487026.310801224)",26987
"POINT (122739.168263173 487022.80195323)",26988
"POINT (122762.262862699 487060.952700513)",26989
"POINT (122772.215231555 487046.279336173)",26990
"POINT (122763.347415715 487032.052552487)",26991
"POINT (122746.951525997 487015.273879351)",26992
"POINT (122741.911544333 487037.156331388)",26993
"POINT (122755.691747364 487008.830358489)",26994
"POINT (122761.178309683 487005.640496676)",26995
"POINT (122767.047655418 487001.940256973)",26996
"POINT (122781.593425285 487020.313861016)",26997
"POINT (122793.013130576 487004.55594366)",26998
"POINT (122783.252153428 486991.349915755)",26999
"POINT (122791.035416252 486987.394487106)",27000
"POINT (122805.38979441 487012.594395429)",27001
"POINT (122813.555840651 487005.959482858)",27002
"POINT (122808.324467278 486977.633509959)",27003
"POINT (122818.914808497 486970.615813971)",27004
"POINT (122825.103140414 486966.851777031)",27005
"POINT (122834.54513138 486989.053215249)",27006
"POINT (122843.41294722 487001.621270792)",27007
"POINT (122834.289942435 487017.251593676)",27008
"POINT (122835.56588716 486960.854836823)",27009
"POINT (122842.200799731 486973.35909513)",27010
"POINT (122843.668136165 486956.070044104)",27011
"POINT (122847.240781395 486953.518154653)",27012
"POINT (122863.317684933 486965.00165718)",27013
"POINT (122854.577463565 486948.988550879)",27014
"POINT (122862.743509806 486945.033122231)",27015
"POINT (122884.625961843 486954.411315961)",27016
"POINT (122892.85580532 486948.860956406)",27017
"POINT (122871.738920119 486939.355168204)",27018
"POINT (122875.12017364 486937.249859407)",27019
"POINT (122878.820413343 486935.208347847)",27020
"POINT (122882.775841991 486932.273674979)",27021
"POINT (122887.688229183 486929.53039382)",27022
"POINT (122890.622902051 486927.744071205)",27023
"POINT (122894.450736227 486925.95774859)",27024
"POINT (122900.001095781 486922.70408954)",27025
"POINT (122903.127160358 486920.726375216)",26726
"POINT (122906.317022171 486918.812458129)",27027
"POINT (122919.714441785 486956.963205411)",27028
"POINT (122913.270920923 486915.813988025)",27029
"POINT (122920.862792038 486911.411978723)",27030
"POINT (122929.666810641 486906.180605349)",27031
"POINT (122941.979677239 486898.461139762)",27032
"POINT (122976.493982055 486906.435794295)",27033
"POINT (122972.474756171 486880.853102555)",27034
"POINT (122983.472753387 486874.310299263)",27035
"POINT (122986.507943987 486872.349570252)",27036
"POINT (122990.201241169 486869.904702778)",27037
"POINT (122993.047137214 486868.15744348)",27038
"POINT (122996.674386638 486865.959069598)",27039
"POINT (123000.523954496 486863.423979207)",27040
"POINT (123005.086922046 486882.875804181)",27041
"POINT (123022.852793466 486879.18204192)",27042
"POINT (123013.195067206 486869.130865192)",27043
"POINT (123006.831980567 486860.094580009)",27044
"POINT (123010.747596185 486857.312996025)",27045
"POINT (123015.032952191 486854.63048368)",27046
"POINT (123021.974909687 486850.41418175)",27047
"POINT (123025.758429786 486848.125584951)",27048
"POINT (123029.340567752 486845.849075732)",27049
"POINT (123021.302577057 486862.783104989)",27050
"POINT (123057.11152867 486895.032466018)",27051
"POINT (123050.789446783 486882.638732311)",27052
"POINT (123043.800409591 486871.255148133)",27053
"POINT (123040.363090032 486865.842873516)",27054
"POINT (123064.552083215 486889.694855342)",27055
"POINT (123054.029025834 486871.287939473)",27056
"POINT (123037.761486803 486842.029060356)",27057
"POINT (123075.850589263 486861.085404317)",27058
"POINT (123043.071450924 486838.234087987)",27059
"POINT (123046.353135117 486836.339406735)",27060
"POINT (123049.466461055 486834.333566266)",27061
"POINT (123052.378404858 486832.339813375)",27062
"POINT (123055.557778555 486830.087479313)",27063
"POINT (123059.419433993 486827.753771057)",27064
"POINT (123062.367640533 486826.364164569)",27065
"POINT (123065.727460063 486824.424371858)",27066
"POINT (123073.676793309 486840.358370929)",27067
"POINT (123083.086290278 486844.927118574)",27068
"POINT (123059.075899308 486881.292501584)",27069
"POINT (123047.232522055 486860.418278781)",27070
"POINT (123070.193261903 486822.054400865)",27071
"POINT (123075.404154386 486818.629168885)",27072
"POINT (123081.58893366 486815.266745807)",27073
"POINT (123087.527219342 486811.838274971)",27074
"POINT (123096.455584165 486806.370939785)",27075
"POINT (123153.431571942 486774.413461959)",27076
"POINT (123163.564990714 486768.146208102)",27077
"POINT (123167.04805704 486766.239439271)",27078
"POINT (123176.210827877 486760.63676971)",27079
"POINT (123179.883188759 486758.516531166)",27080
"POINT (123201.512048545 486775.407990203)",27081
"POINT (123193.632234454 486770.060260187)",27082
"POINT (123184.916874265 486755.506151034)",27083
"POINT (123189.24734173 486752.901774026)",27084
"POINT (123193.466649978 486750.465755274)",27085
"POINT (123197.349241716 486747.807418087)",27086
"POINT (123203.291866643 486757.919900557)",27087
"POINT (123223.371610408 486771.225982772)",27088
"POINT (123204.044705619 486743.525068398)",27089
"POINT (123208.309125325 486741.167184983)",27090
"POINT (123216.301601791 486741.657568621)",27091
"POINT (123221.112968863 486738.983904998)",27092
"POINT (123225.275078073 486736.268368773)",27093
"POINT (123237.980082512 486744.560198624)",27094
"POINT (123230.872602848 486766.895282768)",27095
"POINT (123248.591627111 486757.707003845)",27096
"POINT (123231.168252296 486732.761762598)",27097
"POINT (123234.750390262 486730.485253379)",27098
"POINT (123237.328856413 486728.996575252)",27099
"POINT (123259.069045646 486718.111758355)",27100
"POINT (123299.193138288 486746.827967043)",27101
"POINT (123376.206004762 486650.691064378)",27102
"POINT (123391.207989642 486642.029664369)",27103
"POINT (123504.467285962 486686.445574036)",27104
"POINT (123524.276996286 486691.885665438)",27105
"POINT (123528.516605524 486696.522196541)",27106
"POINT (123536.294976968 486704.220464409)",27107
"POINT (123560.14048108 486678.576684828)",27108
"POINT (123592.055093837 486658.06716555)",27109
"POINT (123600.26878835 486645.40727257)",27110
"POINT (123589.860361583 486637.664761092)",27111
"POINT (123562.687177275 486521.669116865)",27112
"POINT (123360.543928366 486503.567073019)",27113
"POINT (123430.865857108 486538.393334732)",27114
"POINT (123389.68627094 486498.826665954)",27115
"POINT (123348.503445915 486458.532603976)",27116
"POINT (123307.480130423 486418.875712281)",27117
"POINT (123312.992747298 486400.274294762)",27118
"POINT (123455.297407409 486531.267862776)",27119
"POINT (123459.542626512 486534.650989615)",27120
"POINT (123396.905329287 486599.568454383)",27121
"POINT (123392.103678787 486604.424297603)",27122
"POINT (123009.111898874 486836.796193493)",27123
"POINT (123001.890423906 486841.06969446)",27124
"POINT (122997.30137527 486843.406641574)",27125
"POINT (122993.151353638 486846.323559933)",27126
"POINT (122989.569215673 486848.600069153)",27127
"POINT (122985.058302375 486850.891904808)",27128
"POINT (122981.656610243 486853.480955379)",27129
"POINT (122976.520614241 486856.133682702)",27130
"POINT (122972.737094142 486858.4222795)",27131
"POINT (122969.154956176 486860.69878872)",27132
"POINT (122964.878448891 486862.85529)",27133
"POINT (122960.412647051 486865.225260994)",27134
"POINT (122956.839357808 486866.975759149)",27135
"POINT (122952.331683366 486869.994988003)",27136
"POINT (122948.079351239 486872.554253552)",27137
"POINT (122943.962353487 486875.347925115)",27138
"POINT (122939.932339795 486877.570474154)",27139
"POINT (122935.99254902 486879.949293869)",27140
"POINT (122931.881161133 486881.489561168)",27141
"POINT (122927.821362418 486884.562750203)",27142
"POINT (122923.556942712 486886.920633617)",27143
"POINT (122919.485056419 486889.792440518)",27144
"POINT (122916.001990092 486891.699209349)",27145
"POINT (122911.716634086 486894.381721694)",27146
"POINT (122907.764755731 486896.559159275)",27147
"POINT (122904.05937097 486898.802644615)",27148
"POINT (122899.86423788 486901.641427636)",27149
"POINT (122895.131006147 486904.269979801)",27150
"POINT (122891.56095576 486906.747871154)",27151
"POINT (122886.983994703 486909.286200402)",27152
"POINT (122883.70231051 486911.180881654)",27153
"POINT (122878.857919559 486913.977792074)",27154
"POINT (122875.543211487 486915.995720122)",27155
"POINT (122870.554637439 486919.084235593)",27156
"POINT (122867.194817909 486921.024028303)",27157
"POINT (122863.032708699 486923.739564528)",27158
"POINT (122859.294300058 486926.106296664)",27159
"POINT (122854.548980745 486928.533466695)",27160
"POINT (122850.564078512 486930.834151072)",27161
"POINT (122846.85869375 486933.077636412)",27162
"POINT (122842.068262979 486935.426671105)",27163
"POINT (122839.114446574 486938.069681856)",27164
"POINT (122836.009969358 486939.549511261)",27165
"POINT (122832.070178583 486941.928330976)",27166
"POINT (122828.094125071 486943.703004289)",27167
"POINT (122808.176091617 486956.661212574)",27168
"POINT (122804.080030165 486959.130255206)",27169
"POINT (122800.90950519 486960.856578203)",27170
"POINT (122797.561773239 486962.997753047)",27171
"POINT (122794.181017408 486965.262174688)",27172
"POINT (122790.349146993 486966.74524295)",27173
"POINT (122787.157685717 486968.796194878)",27174
"POINT (122783.975073163 486970.321135741)",27175
"POINT (122780.549205874 486972.507422044)",27176
"POINT (122777.234497802 486974.525350092)",27177
"POINT (122773.784455354 486976.308872126)",27178
"POINT (122770.202317389 486978.585381346)",27179
"POINT (122765.925810104 486980.741882626)",27180
"POINT (122762.63527719 486983.162574943)",27181
"POINT (122758.349921184 486985.845087288)",27182
"POINT (122754.575249806 486987.607673022)",27183
"POINT (122750.467100776 486989.87533352)",27184
"POINT (122747.107281245 486991.81512623)",27185
"POINT (122742.999132215 486994.082786728)",27186
"POINT (122739.347707634 486995.878396341)",27187
"POINT (122735.864641307 486997.785165172)",27188
"POINT (122732.393662559 486999.893316137)",27189
"POINT (122729.169177404 487002.067514861)",27190
"POINT (122726.266082322 487003.535256687)",27191
"POINT (122722.840215033 487005.72154299)",27192
"POINT (122719.381323864 487008.031076089)",27193
"POINT (122715.832209778 487010.184338512)",27194
"POINT (122712.00357822 487012.394799973)",27195
"POINT (122708.30704218 487014.112274248)",27196
